Kurtosis,Entropy,Fractal Dimension,Peak factor,Pulse factor,Crest factor,Energy ratio,Spectral flatness,Mean,Variance,Skewness,Peak vibration,Rms vibration,rul
-0.13146502800822502,0,0.3897563636945889,3.5781317974110936,4.4580099234386,3.5781317974110936,0.24788178785822015,0.1853670673013594,0.0034652343749999996,0.31554617613510133,-0.00471106707861808,2.01,0.56174565773522,0.9996432393863718
-0.08464601425819573,0,0.4493519910693189,3.5786867501402924,4.465805036419485,3.5786867501402924,0.3545794134195877,0.20355373207502658,0.005609374999999999,0.28631391850585935,-0.025790578706309842,1.915,0.5351124962040692,0.9992864787727435
0.033388410188488926,0,0.41649406837397995,3.578971037027058,4.5081904190207815,3.578971037027058,0.23652909415520598,0.18837990335538,0.004195703124999995,0.28211148474716186,-0.0050161123740306915,1.901,0.5311582520039343,0.9989297181591152
0.043419077254756466,0,0.42193794924319233,3.4424761462756264,4.34798846844027,3.4424761462756264,0.28793801920031326,0.20207559826216248,-0.0018242187500000008,0.3078365339447021,-0.08016503228531406,1.91,0.5548331836856462,0.998572957545487
-0.1854766545515223,0,0.4952894081043669,3.1183172005443756,3.892261373639091,3.1183172005443756,0.2911184135327353,0.20316109862428958,-0.002581640625000002,0.32108757770980834,-0.03418650780164901,1.767,0.5666517824714973,0.9982161969318587
0.1077758419984054,0,0.4463782036004752,3.4179678233568787,4.327535233476598,3.4179678233568787,0.2355845097827265,0.2160328144011915,-0.0007488281249999999,0.29613458183456426,0.02618944444350269,1.86,0.5441830046759316,0.9978594363182305
-0.0016158081089243659,0,0.5148575742861918,3.5445411818933046,4.467925990290113,3.5445411818933046,0.39077594425289297,0.23184688011198495,0.015531640625,0.2792827794676208,0.03624490713702037,1.874,0.5287003038850319,0.9975026757046022
0.1100947076589569,0,0.42279460758570153,3.5807193122939225,4.511409669804447,3.5807193122939225,0.29020470988500474,0.22831371338840487,-0.001179687499999999,0.29202451536865237,0.031212405881159252,1.935,0.5403942144687062,0.9971459150909739
0.21793491959247557,0,0.37462472823280807,3.7095294690761276,4.6757686005016055,3.7095294690761276,0.24918552936927738,0.1978228671828346,0.008843359374999998,0.3207070914793396,0.01954459033135131,2.101,0.5663791102118572,0.9967891544773457
0.15173869985431088,0,0.44043318132283305,3.257399904467101,4.135875743764739,3.257399904467101,0.28630633020918456,0.2393656848264402,-0.00010117187500000013,0.2846802706236267,0.0010962782067856093,1.738,0.5335543841628283,0.9964323938637174
0.4007770330897049,0,0.49745296825976665,4.693220271662727,5.968148572738737,4.693220271662727,0.2997534526244138,0.2215385569126938,0.0010511718749999996,0.29336451495956417,0.028559522982095433,2.542,0.5416323660213401,0.9960756332500892
0.20389453735639274,0,0.4223664461059246,3.663496299137049,4.637383000850902,3.663496299137049,0.30222315125943816,0.2404801539560942,0.002069531249999995,0.2735222717279052,0.0854562375706456,1.916,0.5229976622199185,0.995718872636461
0.005362844055808669,0,0.3837676235600082,3.708796141685413,4.678923355200993,3.708796141685413,0.18484791633732334,0.1972815024359609,-0.0005148437500000002,0.2998841677484131,-0.045474464037895936,2.031,0.5476170494172913,0.9953621120228326
0.026387905155565328,0,0.43646072118260304,3.64752529614522,4.584774886005535,3.64752529614522,0.3099935064364313,0.2231339519037421,0.003094921875,0.30335386716171264,-0.0396324929528676,2.009,0.5507843913030988,0.9950053514092044
-0.08275778480873486,0,0.439900914127634,3.513476923573222,4.369781368686079,3.513476923573222,0.3120608387538718,0.2275289083351527,-0.004675,0.2986045771875,-0.02346315355383246,1.92,0.5464672294040147,0.9946485907955762
0.05696838632093737,0,0.44270712563408204,4.290699596532201,5.366562963086531,4.290699596532201,0.3115928010131075,0.24625018192269849,0.005320703125000003,0.2778975655088806,-0.051494330362859796,2.262,0.5271867557048687,0.9942918301819479
