Kurtosis,Entropy,Fractal Dimension,Peak factor,Pulse factor,Crest factor,Energy ratio,Spectral flatness,Mean,Variance,Skewness,Peak vibration,Rms vibration,rul
0.06860370326290255,0,0.5695570394455011,3.556164554180536,4.453892895063342,3.556164554180536,0.274037137397705,0.28189798257326576,0.0011710937499999998,0.1727355480706787,-0.004453009092525801,1.478,0.4156163128791386,0.999578947368421
0.1963953967442813,0,0.5255838204368647,3.8681419795754297,4.871995159803222,3.8681419795754297,0.3064005617362254,0.3252267163365985,-6.0546875000000094e-05,0.15299351859970092,0.02756151630135438,1.513,0.39114386389872585,0.9991578947368421
0.38051790962475884,0,0.5711096834077101,4.116509562533669,5.265176900145588,4.116509562533669,0.3020701828797421,0.32453161900722644,0.012603124999999998,0.15129028545898437,0.07344208841630526,1.602,0.3891646492408451,0.9987368421052631
0.48930980263120505,0,0.558032418648969,4.266160729850253,5.410226679732081,4.266160729850253,0.2987048116662253,0.3167089235961638,0.008862109375000001,0.14483121809555052,-0.09205962640519397,1.624,0.38067013946213984,0.9983157894736842
0.2684905297532869,0,0.5480438068157291,3.9794491521109956,5.046987962231641,3.9794491521109956,0.3028659015577828,0.31947324742546085,0.004432421874999999,0.160628402464447,-0.05401905005290952,1.595,0.4008092424434908,0.9978947368421053
0.12387663732903675,0,0.5479171564589214,3.565828325637052,4.484009954175438,3.565828325637052,0.27871275130975826,0.344685539512674,0.011985546875,0.15554871815048218,0.04402040674684239,1.407,0.39457872659885634,0.9974736842105263
0.18256386526777657,0,0.5565607594587151,4.394113859706439,5.539182255236271,4.394113859706439,0.26183169895179353,0.3329157858327655,-0.019521484375000002,0.14440603313217162,-0.06239512102578776,1.672,0.3805090294386915,0.9970526315789474
0.1556022507277608,0,0.5704603439883874,3.879721895011933,4.891553260695169,3.879721895011933,0.3184915788936831,0.3340842119897123,0.00989453125,0.16407591387634277,-0.0679974648290618,1.572,0.4051836813409444,0.9966315789473684
0.5705350997427008,0,0.5786941623909079,4.142011668408158,5.272371537431779,4.142011668408158,0.29308481310724366,0.30185571810095446,-0.018612890625000003,0.17612558178695678,0.1936409373213702,1.74,0.4200857311125611,0.9962105263157894
0.4534569351033291,0,0.5535706321125646,4.474126320753756,5.71703800454128,4.474126320753756,0.29101656116075936,0.31783161304347446,0.006912890624999999,0.17092499202133177,-0.09294248200443511,1.85,0.4134885489080985,0.9957894736842106
0.26651145737771564,0,0.5870873676754216,3.8135526501004113,4.814481985529132,3.8135526501004113,0.29217783020655,0.359966119282171,-0.054491796875,0.13587513821395875,-0.04344301647517026,1.421,0.37261842968461045,0.9953684210526316
0.14828532442149234,0,0.5786701043517669,4.147923477928983,5.2199651030986916,4.147923477928983,0.3526152900412243,0.35286019332465607,0.019771093750000003,0.14858677885192872,0.027812112945833016,1.601,0.3859762622234688,0.9949473684210526
0.30878224213588545,0,0.5888030690119772,4.373876505517558,5.541496306365635,4.373876505517558,0.27792890819178,0.3071362962186242,0.006055078124999997,0.17770481923202514,-0.03854568446759299,1.844,0.42159397908784824,0.9945263157894737
0.16132911684537543,0,0.5558401976310144,3.931329616362622,4.953250231014389,3.931329616362622,0.2785038951854371,0.35060707838046545,0.003344140625000001,0.15323805461410522,0.09803941096667036,1.539,0.39147060922963933,0.9941052631578947
-0.04773481740711771,0,0.5786606663147922,3.521641335585402,4.450455609869831,3.521641335585402,0.31364671534934224,0.30667557424957065,-0.003216796874999999,0.19022542448348997,-0.005573608564614321,1.536,0.436160259842211,0.9936842105263158
0.2706866838278139,0,0.5788556753109337,4.25327836644834,5.404707003425945,4.25327836644834,0.28169865554301876,0.3217319559181274,-0.023167578124999998,0.17225258793319703,-0.04785797909446108,1.768,0.4156793531189335,0.9932631578947368
1.0384244175949604,0,0.5531570923877047,4.714521833578964,6.088123643673036,4.714521833578964,0.3380626764514508,0.29055223627179444,-0.00626640625,0.22349537277770998,0.10828334572444293,2.229,0.47279450147500657,0.9928421052631579
0.11506655550689704,0,0.599439635959351,3.5738977291781415,4.5011245961158615,3.5738977291781415,0.29598327873873365,0.3424808522613531,-0.005403906250000002,0.18564740873474123,0.06301386163627613,1.54,0.4309020897344314,0.992421052631579
0.855377760915951,0,0.5472825395981619,4.770287553915929,6.138731631111043,4.770287553915929,0.22636382601058733,0.31045797483989374,-0.018944140624999998,0.17895488086410521,-0.06262381660126182,2.02,0.423454556390795,0.992
0.2926991866565576,0,0.6123994919540354,4.098696842444537,5.220849248999456,4.098696842444537,0.3032064096582784,0.3302277564322699,0.0007988281249999976,0.16740671538925173,0.0656576420007406,1.677,0.4091544372429865,0.991578947368421
0.33557987613004325,0,0.6017670301069846,3.5543831266249204,4.5153899258024595,3.5543831266249204,0.30033642736459687,0.35261257035559046,-0.011820703125,0.1590166260557556,-0.04225291802469436,1.418,0.39894405005981104,0.9911578947368421
0.02542092766712445,0,0.5307255677724726,3.448938446663464,4.348789869823172,3.448938446663464,0.273351742278258,0.3322930556524319,-0.014637500000000001,0.1662102615625,0.04545495213558105,1.407,0.4079516122884551,0.9907368421052631
0.5871959068675761,0,0.5450165892544274,5.238767446133289,6.705727126647823,5.238767446133289,0.2704439023054037,0.3804147707503738,0.013374609375000002,0.14894030615219117,0.1004954000700286,2.023,0.38615953481446624,0.9903157894736843
0.36505984688782656,0,0.5969845677830113,3.611251881116848,4.616077239423085,3.611251881116848,0.3013703131045189,0.3191430364917091,0.010218749999999999,0.1831706568359375,0.1496798689735154,1.546,0.42810638828158126,0.9898947368421053
0.4069210438585831,0,0.5624573643618438,4.316492528745333,5.514042398985323,4.316492528745333,0.32034383820364093,0.3422120459641693,0.016135156249999998,0.19389933251403807,0.06184723079720664,1.902,0.44063553622154666,0.9894736842105263
0.08406148828564053,0,0.6158032585441842,3.4743601279952854,4.338361808276125,3.4743601279952854,0.3119178157433678,0.37498013689736687,-0.005241406249999998,0.15614029797302248,0.0881734024829737,1.373,0.3951806805911696,0.9890526315789474
0.22712829455455363,0,0.5934771804671851,4.189392480784055,5.282015863002701,4.189392480784055,0.25880700488608127,0.37465755086759234,0.013727343749999999,0.15587238503356932,0.08225955028753523,1.655,0.39504534549846304,0.9886315789473684
0.20982381574689812,0,0.5932940607628229,3.8141762584354013,4.806069116610245,3.8141762584354013,0.32663231843596763,0.3522680712247742,-0.0024894531250000003,0.17839163113876344,-0.015700538771031818,1.611,0.4223716710619037,0.9882105263157894
0.2682848632283754,0,0.6143746336033209,3.563781638708302,4.542592066049558,3.563781638708302,0.22499157700839806,0.38992399616574885,-0.012237500000000004,0.14292322015624997,0.03446940804520664,1.348,0.37824988640117263,0.9877894736842106
0.06563936032865314,0,0.568966851834927,3.7168915229246218,4.698000262165193,3.7168915229246218,0.2794872585736633,0.423741307112966,0.014828515625,0.13882873660873413,-0.02943602901147903,1.386,0.37289223843407493,0.9873684210526316
0.6970552543402495,0,0.5882897647158041,6.101908471285907,7.738451319059975,6.101908471285907,0.2723691606014667,0.4962831191811809,0.007946484375,0.1520695404954529,0.04510086128184302,2.38,0.39004190429923674,0.9869473684210527
0.6463390629027455,0,0.5918914507948099,4.5064905153669494,5.783731738197588,4.5064905153669494,0.29541027673861625,0.40905290866026034,0.0004468749999999982,0.15741914717773436,-0.0008880923645292271,1.788,0.39676107026143576,0.9865263157894737
0.0716403629720781,0,0.5830854232712384,3.703156507478647,4.655625112375975,3.703156507478647,0.24972010679657722,0.4262962205414823,-0.026247265625,0.1273339697190857,0.05504564829187811,1.325,0.3578028628614855,0.9861052631578947
0.27957299544811676,0,0.6098142409172485,3.481495863983671,4.453599407461967,3.481495863983671,0.33144851339503456,0.471266267863682,-0.008994140624999999,0.13215082457504274,-0.0002389089752873885,1.266,0.36363679563628454,0.9856842105263158
0.22266698573648647,0,0.6178975251524463,3.8010171529212777,4.788883953245283,3.8010171529212777,0.19246542376497103,0.4446249331396763,-0.019055859375,0.11233110664535521,-0.048708844755858724,1.276,0.33569961635646084,0.9852631578947368
